Year,Location,Soil Type,Max_Temperature,Min_Teperature,Rainfall,Humidity,Yield Kg/ha
2018,Denkaka,Black Soil,27,12.5,543.8,74,2185
2018,Denkaka,Black Soil,26.5,12,543.8,76,1744
2018,Denkaka,Black Soil,27.5,10.5,543.8,76,1838
2018,Denkaka,Black Soil,25.5,12.5,543.8,74,3009
2018,Denkaka,Black Soil,26,13,543.8,66,2733
2018,Denkaka,Black Soil,26,13,543.8,82,2069
2018,Denkaka,Black Soil,27,12.5,543.8,76,2306
2018,Minjar,Light Soil,27.5,13.5,543.8,73,2085
2018,Minjar,Light Soil,27,13.5,543.8,70,1981
2018,Minjar,Light Soil,23.5,14,543.8,67,2860
2018,Minjar,Light Soil,27,13,543.8,66,2063
2018,Minjar,Light Soil,27.5,13.5,543.8,66,1410
2018,Minjar,Light Soil,26.5,12.5,543.8,67,2147
2018,Minjar,Light Soil,25.5,13,543.8,63,2321
2018,Minjar,Light Soil,22.5,13.5,543.8,52,2117
2018,Minjar,Light Soil,26,9.5,543.8,69,2319
2018,Minjar,Light Soil,25,8.5,543.8,58,1952
2018,Minjar,Light Soil,24.5,9,543.8,80,2703
2018,Minjar,Light Soil,23,7,543.8,72,2234
2018,Minjar,Light Soil,20,9.5,543.8,68,1821
2018,Minjar,Light Soil,25,7.5,543.8,69,2586
2018,Minjar,Light Soil,25.5,12,543.8,67,3090
2018,Minjar,Light Soil,22.5,10.5,543.8,71,2396
2018,Minjar,Light Soil,27,15,543.8,82,2398
2018,Minjar,Light Soil,23.5,14.5,543.8,64,1852
2018,Minjar,Light Soil,27.5,11.5,543.8,64,2425
2018,Minjar,Light Soil,26.5,11.5,543.8,66,1924
2018,Minjar,Light Soil,27,11,543.8,59,2519
2018,Minjar,Light Soil,26.5,9.5,543.8,57,2578
2018,Minjar,Light Soil,27,9.5,543.8,62,2439
2018,Minjar,Light Soil,24.5,12.5,543.8,63,2315
2018,Minjar,Light Soil,21.5,11,543.8,76,2603
2018,Minjar,Light Soil,26.5,12.5,543.8,75,2185
2018,Minjar,Light Soil,26,14,543.8,75,2446
2018,Minjar,Light Soil,26,15.5,543.8,63,2168
2018,Minjar,Light Soil,26.5,10.2,543.8,58,1987
2018,Minjar,Light Soil,22,14,543.8,73,2382
2018,Minjar,Light Soil,27,14,543.8,67,2202
2018,Minjar,Light Soil,24,13.5,543.8,65,2507
2018,Minjar,Light Soil,22,14,543.8,72,1509
2018,Minjar,Light Soil,26,14,543.8,72,2579
2018,Minjar,Light Soil,27,12.5,543.8,73,1870
2018,Minjar,Light Soil,22,12.5,543.8,65,1876
2018,Minjar,Light Soil,26.5,11.5,543.8,65,2309
2018,Minjar,Light Soil,27,13.5,543.8,59,2595
2018,Minjar,Light Soil,26,9.5,543.8,62,1929
2018,Minjar,Light Soil,25.5,8.5,543.8,71,2252
2018,Minjar,Light Soil,24.5,9,543.8,55,2302
2018,Minjar,Light Soil,25,7,543.8,49,2661
2018,Minjar,Light Soil,27,9.5,543.8,54,2542
2018,Minjar,Light Soil,26.5,7.5,543.8,47,2353
2018,Minjar,Light Soil,24.5,12,543.8,42,2296
2018,Minjar,Light Soil,23.5,10.5,543.8,57,2269
2018,Minjar,Light Soil,25,15,543.8,58,2615
2018,Minjar,Light Soil,25,14.5,543.8,54,2336
2018,Minjar,Light Soil,27,11.5,543.8,48,2721
2018,Minjar,Light Soil,26.5,11.5,543.8,50,2378
2018,Minjar,Light Soil,27,11,543.8,43,2537
2018,Minjar,Light Soil,24.5,9.5,543.8,53,2036
2018,Minjar,Light Soil,21.5,9.5,543.8,62,1436
2018,Minjar,Light Soil,26.5,12.5,543.8,53,1612
2018,DZ-LS,Light Soil,26,11,543.8,51,1652
2018,DZ-LS,Light Soil,26,12.5,543.8,45,2731
2018,DZ-LS,Light Soil,26.5,14,543.8,46,2199
2018,DZ-LS,Light Soil,22,15.5,543.8,53,1761
2018,DZ-LS,Light Soil,27,10.2,543.8,57,1852
2018,DZ-LS,Light Soil,24,14,543.8,59,2298
2018,DZ-LS,Light Soil,22,14,543.8,72,2206
2018,DZ-LS,Light Soil,26,13.5,543.8,71,1539
2018,DZ-LS,Light Soil,27,14,543.8,69,1167
2018,DZ-LS,Light Soil,22,14,543.8,64,1542
2018,DZ-LS,Light Soil,26.5,12.5,543.8,64,1921
2018,DZ-LS,Light Soil,27,12.5,543.8,59,1950
2018,DZ-LS,Light Soil,26,11.5,543.8,54,1967
2018,DZ-LS,Light Soil,25.5,14,543.8,60,1805
2018,DZ-LS,Light Soil,24.5,13.5,543.8,55,1369
2018,DZ-LS,Light Soil,25,14,543.8,59,1755
2018,DZ-LS,Light Soil,27,14,543.8,45,2107
2018,DZ-LS,Light Soil,26.5,12.5,543.8,46,2294
2018,DZ-LS,Light Soil,24.5,12.5,543.8,47,2006
2018,DZ-LS,Light Soil,23.5,11.5,543.8,42,2277
2018,DZ-LS,Light Soil,25,,543.8,52,2109
2018,DZ-LS,Light Soil,25,,543.8,45,2110
2018,DZ-LS,Light Soil,25.5,13,543.8,50,2320
2018,DZ-LS,Light Soil,26,13.5,543.8,64,2264
2018,DZ-LS,Light Soil,24,11.5,543.8,55,1579
2018,DZ-LS,Light Soil,31,11,543.8,52,2468
2018,DZ-LS,Light Soil,30.5,13.5,543.8,52,2625
2018,DZ-LS,Light Soil,29.5,14,543.8,52,2353
2018,DZ-LS,Light Soil,30,13.5,543.8,55,2695
2018,DZ-LS,Light Soil,31,11,543.8,52,1682
2018,DZ-LS,Light Soil,30.5,12.5,543.8,49,2141
2018,DZ-LS,Light Soil,29.5,12.5,543.8,62,2185
2018,DZ-LS,Light Soil,30,13,543.8,58,2778
2018,DZ-LS,Light Soil,31,13.5,543.8,57,2261
2018,DZ-LS,Light Soil,31,12.5,543.8,,1919
2018,DZ-LS,Light Soil,30,14.5,543.8,43,2512
2018,DZ-LS,Light Soil,31,15.5,543.8,54,2492
2018,DZ-LS,Light Soil,31,13,543.8,48,2196
2018,DZ-LS,Light Soil,31,11.5,543.8,54,2719
2018,DZ-LS,Light Soil,29,10.5,543.8,55,2516
2018,DZ-LS,Light Soil,29,10.5,543.8,55,2638
2018,DZ-LS,Light Soil,28.5,11.5,543.8,53,2322
2018,DZ-LS,Light Soil,30.5,11,543.8,59,2239
2018,DZ-LS,Light Soil,32.5,13.5,543.8,60,2347
2018,DZ-LS,Light Soil,32,14.5,543.8,64,2114
2018,DZ-LS,Light Soil,31,11.5,543.8,58,1752
2018,DZ-LS,Light Soil,29.5,14.5,543.8,53,2408
2018,DZ-LS,Light Soil,27.5,12,543.8,48,1821
2018,DZ-LS,Light Soil,29,11,543.8,46,1591
2018,DZ-LS,Light Soil,27,13.5,543.8,61,1883
2018,DZ-LS,Light Soil,29.5,9.5,543.8,68,2366
2018,DZ-LS,Light Soil,28.5,8.5,543.8,65,2029
2018,DZ-LS,Light Soil,28.5,9,543.8,56,2262
2018,DZ-LS,Light Soil,27,7,543.8,50,2421
2018,DZ-LS,Light Soil,31,9.5,543.8,46,2233
2018,DZ-LS,Light Soil,30.5,7.5,543.8,50,2521
2018,DZ-LS,Light Soil,29.5,12,543.8,49,2863
2018,DZ-LS,Light Soil,30,10.5,543.8,38,2200
2018,DZ-LS,Light Soil,31,15,543.8,44,2413
2018,DZ-LS,Light Soil,31,14.5,543.8,46,2807
2018,DZ-LS,Light Soil,30,11.5,543.8,46,2561
2018,DZ-LS,Light Soil,31,11.5,543.8,41,2656
2018,DZ-LS,Light Soil,31,11,543.8,43,1920
2018,DZ-LS,Light Soil,31,9.5,543.8,46,2058
2018,DZ-LS,Light Soil,29,9.5,543.8,41,1989
2018,DZ-LS,Light Soil,29,12.5,543.8,48,2057
2018,DZ-LS,Light Soil,28.5,11,543.8,44,1422
2018,DZ-LS,Light Soil,30.5,12.5,543.8,36,1687
2018,DZ-LS,Light Soil,32.5,14,543.8,50,1743
2018,DZ-LS,Light Soil,32,15.5,543.8,71,2081
2018,DZ-LS,Light Soil,31,10.2,543.8,55,1693
2018,DZ-LS,Light Soil,29.5,14,543.8,54,2354
2018,DZ-LS,Light Soil,27.5,14,543.8,48,2671
2018,DZ-LS,Light Soil,29,13.5,543.8,46,1707
2018,DZ-LS,Light Soil,27,14,543.8,61,2865
2018,DZ-LS,Light Soil,29.5,14,543.8,68,2225
2018,DZ-LS,Light Soil,28.5,12.5,543.8,65,2404
2018,DZ-LS,Light Soil,28.5,12.5,543.8,56,2067
2018,DZ-LS,Light Soil,27,11.5,543.8,50,2454
2018,DZ-LS,Light Soil,27,14,543.8,46,2590
2018,DZ-LS,Light Soil,26.5,11,543.8,50,1847
2018,DZ-LS,Light Soil,24,11.5,543.8,49,2550
2018,DZ-LS,Light Soil,26.5,12,543.8,38,1968
2018,DZ-LS,Light Soil,24,16.5,543.8,44,1979
2018,DZ-LS,Light Soil,26.5,14.5,543.8,46,1780
2018,DZ-LS,Light Soil,25,12,543.8,46,1857
2018,DZ-LS,Light Soil,28.5,12.5,543.8,41,1497
2018,DZ-LS,Light Soil,28.5,15,543.8,43,1611
2018,DZ-LS,Light Soil,27,14.5,543.8,46,1465
2018,DZ-LS,Light Soil,26.5,14,543.8,41,2024
2018,DZ-LS,Light Soil,27.5,13.5,543.8,48,1640
2018,DZ-LS,Light Soil,25.5,13.5,543.8,44,2333
2018,DZ-LS,Light Soil,26,16,543.8,36,2269
2018,DZ-LS,Light Soil,26,14,543.8,50,1728
2018,DZ-LS,Light Soil,27,14,543.8,71,2100
2018,DZ-LS,Light Soil,27.5,14.5,543.8,55,1977
2018,DZ-LS,Light Soil,27,15,543.8,54,1658
2018,DZ-LS,Light Soil,23.5,14.5,543.8,52,2659
2018,DZ-LS,Light Soil,27,14,543.8,51,2561
2018,DZ-LS,Light Soil,27.5,13.5,543.8,53,2002
2018,DZ-LS,Light Soil,26.5,13,543.8,53,1463
2018,DZ-LS,Light Soil,25.5,12.5,543.8,57,1749
2018,DZ-LS,Light Soil,22.5,14,543.8,40,979
2018,DZ-LS,Light Soil,26,14.5,543.8,33,1125
2018,DZ-LS,Light Soil,25,14.5,543.8,40,1085
2018,DZ-LS,Light Soil,24.5,13.5,543.8,32,1184
2018,DZ-LS,Light Soil,23,12.5,543.8,34,1665
2018,DZ-LS,Light Soil,20,14,543.8,40,1629
2018,DZ-LS,Light Soil,25,11,543.8,47,1841
2018,DZ-LS,Light Soil,25.5,11.5,543.8,49,1327
2018,DZ-LS,Light Soil,22.5,12,543.8,46,1115
2018,DZ-LS,Light Soil,27,16.5,543.8,38,1128
2018,DZ-LS,Light Soil,23.5,14.5,543.8,38,1198
2018,DZ-LS,Light Soil,27.5,12,543.8,38,1964
2018,DZ-LS,Light Soil,26.5,12.5,543.8,34,2457
2018,DZ-LS,Light Soil,27,15,543.8,39,2282
2018,DZ-LS,Light Soil,26.5,14.5,543.8,40,3266
2018,DZ-LS,Light Soil,27,14,543.8,33,3044
2018,DZ-LS,Light Soil,24.5,13.5,543.8,40,2869
2018,DZ-LS,Light Soil,21.5,13.5,543.8,32,1939
2018,DZ-LS,Light Soil,26.5,16,543.8,34,2025
2018,DZ-LS,Light Soil,26,14,543.8,40,1754
2018,DZ-LS,Light Soil,26,14,543.8,47,1300
2018,DZ-LS,Light Soil,26.5,14.5,543.8,49,1687
2018,DZ-LS,Light Soil,22,15,543.8,46,1550
2018,DZ-LS,Light Soil,27,14.5,543.8,38,1939
2018,DZ-LS,Light Soil,24,14,543.8,38,2174
2018,DZ-LS,Light Soil,22,13.5,543.8,38,2576
2018,DZ-LS,Light Soil,26,13,543.8,34,2160
2018,Alemtena,Light Soil,27,12.5,543.8,39,2467
2018,Alemtena,Light Soil,22,14,543.8,35,2229
2018,Alemtena,Light Soil,26.5,14.5,543.8,41,2203
2018,Alemtena,Light Soil,27,14.5,543.8,44,2301
2018,Alemtena,Light Soil,26,13.5,543.8,32,2760
2018,Alemtena,Light Soil,25.5,12.5,543.8,42,2679
2018,Alemtena,Light Soil,24.5,14,543.8,51,2445
2018,Alemtena,Light Soil,25,14,543.8,60,3424
2018,Alemtena,Light Soil,27,15,543.8,56,2543
2018,Alemtena,Light Soil,26.5,13,543.8,46,1954
2018,Alemtena,Light Soil,24.5,16,543.8,69,2846
2018,Alemtena,Light Soil,23.5,14,543.8,55,2628
2018,Alemtena,Light Soil,25,13,543.8,70,3045
2018,Alemtena,Light Soil,25,12,543.8,66,2337
2018,Alemtena,Light Soil,27,13.5,543.8,58,2028
2018,Alemtena,Light Soil,26.5,13,543.8,62,2122
2018,Alemtena,Light Soil,27,12,543.8,40,2740
2018,Alemtena,Light Soil,24.5,12.5,543.8,48,2620
2018,Alemtena,Light Soil,21.5,11.5,543.8,60,2344
2018,Alemtena,Light Soil,26.5,11,543.8,80,1837
2018,Alemtena,Light Soil,26,14,543.8,74,2158
2018,Alemtena,Light Soil,26,14,543.8,64,2504
2018,Alemtena,Light Soil,26.5,14,543.8,66,2553
2018,Alemtena,Light Soil,22,12.5,543.8,79,2525
2018,Alemtena,Light Soil,27,12.5,543.8,82,1986
2018,Alemtena,Light Soil,24,11,543.8,79,1753
2018,Alemtena,Light Soil,22,11.5,543.8,68,1692
2018,Alemtena,Light Soil,26,12.5,543.8,68,1399
2018,Alemtena,Light Soil,27,10.5,543.8,56,1414
2018,Alemtena,Light Soil,22,11.5,543.8,67,1343
2018,Alemtena,Light Soil,26.5,13,543.8,71,1233
2018,Alemtena,Light Soil,27,11.5,543.8,58,1509
2018,Alemtena,Light Soil,26,12.5,543.8,68,1995
2018,Alemtena,Light Soil,25.5,12.5,543.8,78,2122
2018,Alemtena,Light Soil,24.5,15,543.8,74,2165
2018,Alemtena,Light Soil,25,11.5,543.8,66,2057
2018,Alemtena,Light Soil,27,13,543.8,69,2270
2018,Alemtena,Light Soil,26.5,14.5,543.8,77,1774
2018,Alemtena,Light Soil,24.5,14,543.8,80,1430
2018,Alemtena,Light Soil,23.5,14,543.8,84,1100
2018,Alemtena,Light Soil,25,13,543.8,68,1307
2018,Alemtena,Light Soil,25,15,543.8,58,1481
2018,Alemtena,Light Soil,29,15.5,543.8,52,1460
2018,Alemtena,Light Soil,29.5,16.6,543.8,24,1638
2018,Alemtena,Light Soil,30,13.5,543.8,60,2026
2018,Alemtena,Light Soil,30.5,16,543.8,70,2154
2018,Alemtena,Light Soil,31,12.5,543.8,69,2135
2018,Alemtena,Light Soil,30,13,543.8,44,2566
2018,Alemtena,Light Soil,28.5,13,543.8,41,2500
2018,Alemtena,Light Soil,29,12.5,543.8,42,2257
2018,Alemtena,Light Soil,28.5,16.5,543.8,50,1870
2018,Alemtena,Light Soil,30,14.5,543.8,48,2313
2018,Alemtena,Light Soil,30,14.5,543.8,52,2370
2018,Alemtena,Light Soil,27,12.5,543.8,41,2495
2018,Alemtena,Light Soil,26.5,13.5,543.8,46,2094
2018,Alemtena,Light Soil,27,13,543.8,38,2176
2018,Alemtena,Light Soil,29.5,13,543.8,38,2181
2018,Alemtena,Light Soil,28.5,12,543.8,35,2412
2018,Alemtena,Light Soil,30,11,543.8,33,2579
2018,Alemtena,Light Soil,29.5,13.5,543.8,25,1884
2018,Alemtena,Light Soil,29,14,543.8,25,2080
2018,Alemtena,Light Soil,28.5,14,543.8,33,2364
2018,Alemtena,Light Soil,30,13.5,543.8,68,2009
2018,Alemtena,Light Soil,30.5,11,543.8,33,2289
2018,Alemtena,Light Soil,31,10.5,543.8,25,2263
2018,Alemtena,Light Soil,30.5,13.5,543.8,18,1986
2018,Alemtena,Light Soil,29.5,13,543.8,40,2076
2018,Alemtena,Light Soil,30,12,543.8,34,2283
2018,Alemtena,Light Soil,31,15,543.8,40,1646
2018,Alemtena,Light Soil,31,13.5,543.8,40,2389
2018,Alemtena,Light Soil,30,15,543.8,31,2094
2018,Alemtena,Light Soil,31,15,543.8,31,2073
2018,Alemtena,Light Soil,31,14.5,543.8,48,2052
2018,Alemtena,Light Soil,31,16,543.8,50,2004
2018,Alemtena,Light Soil,29,15,543.8,41,2283
2018,Alemtena,Light Soil,29,14.5,543.8,43,2286
2018,Alemtena,Light Soil,28.5,14,543.8,45,1990
2018,Alemtena,Light Soil,30.5,14.5,543.8,60,2056
2018,Alemtena,Light Soil,32.5,13.5,543.8,60,2307
2018,Alemtena,Light Soil,32,13,543.8,65,1937
2018,Alemtena,Light Soil,31,14,543.8,43,1987
2018,Alemtena,Light Soil,29.5,14.5,543.8,45,2199
2018,Alemtena,Light Soil,27.5,14,543.8,60,1902
2018,Alemtena,Light Soil,29,14,543.8,40,2265
2018,Alemtena,Light Soil,27,14.5,543.8,70,1953
2018,Alemtena,Light Soil,29.5,12,543.8,25,1615
2018,Alemtena,Light Soil,28.5,13.5,543.8,25,1748
2018,Alemtena,Light Soil,28.5,13,543.8,31,2085
2018,Alemtena,Light Soil,27,13,543.8,38,2292
2018,Alemtena,Light Soil,31,15,543.8,35,1839
2018,Alemtena,Light Soil,30.5,13,543.8,40,1797
2018,Alemtena,Light Soil,29.5,13.5,543.8,26,2103
2018,Alemtena,Light Soil,30,12.5,543.8,70,2295
2018,Alemtena,Light Soil,31,14,543.8,18,2302
2018,Alemtena,Light Soil,31,13.5,543.8,21,2085
2018,Alemtena,Light Soil,30,14,543.8,31,2322
2018,Alemtena,Light Soil,31,14.5,543.8,40,2620
2018,Alemtena,Light Soil,31,15.5,543.8,45,1889
2018,Alemtena,Light Soil,31,15.5,543.8,45,2279
2018,Alemtena,Light Soil,29,15,543.8,45,2122
2018,Alemtena,Light Soil,29,11.5,543.8,39,1928
2018,Alemtena,Light Soil,28.5,13,543.8,37,2372
2018,Alemtena,Light Soil,30.5,12.5,543.8,38,2488
2018,Akaki,Black Soil,32.5,14.5,543.8,48,2347
2018,Akaki,Black Soil,32,12.5,543.8,41,2490
2018,Akaki,Black Soil,31,15,543.8,37,1944
2018,Akaki,Black Soil,29.5,13,543.8,49,2159
2018,Akaki,Black Soil,27.5,12,543.8,36,1849
2018,Akaki,Black Soil,29,12,543.8,40,1919
2018,Akaki,Black Soil,27,11.5,543.8,46,1577
2018,Akaki,Black Soil,29.5,1.5,543.8,46,1526
2018,Akaki,Black Soil,28.5,11,543.8,53,1998
2018,Akaki,Black Soil,28.5,12,543.8,46,2126
2018,Akaki,Black Soil,27,12,543.8,46,1880
2018,Akaki,Black Soil,27,10,543.8,41,2253
2018,Akaki,Black Soil,26.5,14.5,543.8,40,1913
2018,Akaki,Black Soil,24,12.5,543.8,37,2251
2018,Akaki,Black Soil,26.5,10,543.8,47,2006
2018,Akaki,Black Soil,24,10,543.8,52,2674
2018,Akaki,Black Soil,26.5,8.5,543.8,48,1986
2018,Akaki,Black Soil,25,7,543.8,57,2231
2018,Akaki,Black Soil,28.5,8,543.8,51,2290
2018,Akaki,Black Soil,28.5,10,543.8,53,2257
2018,Akaki,Black Soil,27,12,543.8,34,2223
2018,Akaki,Black Soil,26.5,10,543.8,54,2085
2018,Akaki,Black Soil,27.5,14,543.8,61,2566
2018,Akaki,Black Soil,25.5,14,543.8,66,2517
2018,Akaki,Black Soil,26,14,543.8,75,2058
2018,Akaki,Black Soil,26,10,543.8,66,441
2018,Akaki,Black Soil,27,13,543.8,57,1283
2018,Akaki,Black Soil,27.5,13,543.8,58,1061
2018,Akaki,Black Soil,27,12,543.8,43,2289
2018,Akaki,Black Soil,23.5,12,543.8,44,1012
2018,Akaki,Black Soil,27,13,543.8,42,1542
2018,Akaki,Black Soil,27.5,13,543.8,72,1474
2018,Akaki,Black Soil,26.5,10.5,543.8,54,1169
2018,Akaki,Black Soil,25.5,11,543.8,56,2209
2018,Akaki,Black Soil,22.5,12,543.8,67,3619
2018,Akaki,Black Soil,26,12,543.8,59,2903
2018,Akaki,Black Soil,25,12,543.8,62,2048
2018,Akaki,Black Soil,24.5,13.5,543.8,65,2843
2018,Akaki,Black Soil,23,10,543.8,68,3419
2018,Akaki,Black Soil,20,10,543.8,57,3604
2018,Akaki,Black Soil,25,11,543.8,52,2037
2018,Akaki,Black Soil,25.5,11,543.8,65,2715
2018,Akaki,Black Soil,22.5,13.5,543.8,51,1558
2018,Akaki,Black Soil,27,12.5,543.8,55,3322
2018,Akaki,Black Soil,23.5,16,543.8,58,3242
2018,Akaki,Black Soil,27.5,11.5,543.8,45,2445
2018,Akaki,Black Soil,26.5,14,543.8,36,2633
2018,Akaki,Black Soil,27,12,543.8,42,2377
2018,Akaki,Black Soil,26.5,13,543.8,44,1713
2018,Denkaka,Black Soil,27,11.5,543.8,58,2035
2018,Denkaka,Black Soil,24.5,12.5,543.8,50,2112
2018,Denkaka,Black Soil,21.5,12.5,543.8,40,2660
2018,Denkaka,Black Soil,26.5,12,543.8,45,1811
2018,Denkaka,Black Soil,26,13,543.8,40,2030
2018,Denkaka,Black Soil,26,13,543.8,39,1834
2018,Denkaka,Black Soil,26.5,13,543.8,35,1779
2018,Denkaka,Black Soil,22,12,543.8,44,1675
2018,Denkaka,Black Soil,27,10.5,543.8,56,1949
2018,Minjar,Light Soil,24,15,543.8,42,1954
2018,Minjar,Light Soil,22,11.5,543.8,49,2168
2018,Minjar,Light Soil,26,14,543.8,57,2168
2018,Minjar,Light Soil,27,13.5,543.8,60,1847
2018,Minjar,Light Soil,22,12.5,543.8,48,1479
2018,Minjar,Light Soil,26.5,13.5,543.8,53,1440
2018,Minjar,Light Soil,27,13,543.8,54,873
2018,Minjar,Light Soil,26,13,543.8,55,1464
2018,Minjar,Light Soil,25.5,13.5,543.8,56,1940
2018,Minjar,Light Soil,24.5,14,543.8,56,1890
2018,Minjar,Light Soil,25,13.5,543.8,61,2005
2018,Minjar,Light Soil,27,13.5,543.8,54,2055
2018,Minjar,Light Soil,26.5,14,543.8,57,1810
2018,Minjar,Light Soil,24.5,13.5,543.8,53,1481
2018,Minjar,Light Soil,23.5,15.5,543.8,65,1440
2018,Minjar,Light Soil,25,14,543.8,51,1783
2018,Minjar,Light Soil,25,14.5,543.8,57,2452
2018,Minjar,Light Soil,27,14.5,543.8,58,3148
2018,Minjar,Light Soil,26.5,14,543.8,71,2209
2018,Minjar,Light Soil,27,13,543.8,58,2688
2018,Minjar,Light Soil,24.5,13.5,543.8,71,1527
2018,Minjar,Light Soil,21.5,12.5,543.8,67,1685
2018,Minjar,Light Soil,26.5,14.5,543.8,58,1267
2018,Minjar,Light Soil,26,14,543.8,50,1710
2018,Minjar,Light Soil,26,14,543.8,72,1431
2018,Minjar,Light Soil,26.5,13,543.8,74,1931
2018,Minjar,Light Soil,22,14,543.8,57,1466
2018,Minjar,Light Soil,27,13.5,543.8,56,1613
2018,Minjar,Light Soil,24,12.5,543.8,66,1162
2018,Minjar,Light Soil,22,12.5,543.8,53,1398
2018,Minjar,Light Soil,26,11,543.8,59,1665
2018,Minjar,Light Soil,27,,543.8,52,1873
2018,Minjar,Light Soil,22,13,543.8,82,1201
2018,Minjar,Light Soil,26.5,13,543.8,77,1777
2018,Minjar,Light Soil,27,15,543.8,67,1708
2018,Minjar,Light Soil,26,13.5,543.8,74,2851
2018,Minjar,Light Soil,25.5,13.5,543.8,73,4220
2018,Minjar,Light Soil,24.5,12.5,543.8,56,2068
2018,Minjar,Light Soil,25,13.5,543.8,68,1199
2018,Minjar,Light Soil,27,11,543.8,80,1074
2018,Minjar,Light Soil,26.5,13,543.8,76,1042
2018,Minjar,Light Soil,24.5,13,543.8,74,1755
2018,Minjar,Light Soil,23.5,14.5,543.8,75,1730
2018,Minjar,Light Soil,25,13.5,543.8,70,1474
2018,Minjar,Light Soil,25,13.5,543.8,65,2090
2018,Minjar,Light Soil,25.5,13.5,543.8,77,2100
2018,Minjar,Light Soil,26,13.5,543.8,72,1557
2018,Minjar,Light Soil,24,13.5,543.8,76,3036
2018,Minjar,Light Soil,31,15,543.8,66,2515
2018,Minjar,Light Soil,30.5,12.5,543.8,80,3066
2018,Minjar,Light Soil,29.5,12,543.8,51,2449
2018,Minjar,Light Soil,30,10.5,543.8,78,2111
2018,Minjar,Light Soil,31,12.5,543.8,69,2400
2018,Minjar,Light Soil,30.5,13,543.8,73,2633
2018,Chefe Donsa,Black Soil,29.5,13,543.8,61,1510
2018,Chefe Donsa,Black Soil,30,12.5,543.8,60,1975
2018,Chefe Donsa,Black Soil,31,13.5,543.8,64,1862
2018,Chefe Donsa,Black Soil,31,13.5,543.8,69,2017
2018,Chefe Donsa,Black Soil,30,14,543.8,66,2207
2018,Chefe Donsa,Black Soil,31,13,543.8,74,2545
2018,Chefe Donsa,Black Soil,31,13.5,543.8,76,2261
2018,Chefe Donsa,Black Soil,31,12.5,543.8,76,2425
2018,Chefe Donsa,Black Soil,29,13,543.8,74,2211
2018,Chefe Donsa,Black Soil,29,13,543.8,66,1822
2018,Chefe Donsa,Black Soil,28.5,16,543.8,82,1800
2018,Chefe Donsa,Black Soil,30.5,14,543.8,76,2657
2018,Chefe Donsa,Black Soil,32.5,13,543.8,73,2263
2018,Chefe Donsa,Black Soil,32,12,543.8,70,2021
2018,Chefe Donsa,Black Soil,31,13.5,543.8,67,2121
2018,Chefe Donsa,Black Soil,29.5,13,543.8,66,2057
2018,Chefe Donsa,Black Soil,27.5,12,543.8,66,2328
2018,Chefe Donsa,Black Soil,29,12.5,543.8,67,2634
2018,Chefe Donsa,Black Soil,27,11.5,543.8,63,3088
2018,Chefe Donsa,Black Soil,29.5,11,543.8,52,2781
2018,Chefe Donsa,Black Soil,28.5,14,543.8,69,2195
2018,Chefe Donsa,Black Soil,28.5,14,543.8,58,2121
2018,Chefe Donsa,Black Soil,27,14,543.8,80,2998
2018,Chefe Donsa,Black Soil,31,12.5,543.8,72,2134
2018,Chefe Donsa,Black Soil,30.5,12.5,543.8,68,2651
2018,Chefe Donsa,Black Soil,29.5,11,543.8,69,3002
2018,Chefe Donsa,Black Soil,30,11.5,543.8,67,2136
2018,Chefe Donsa,Black Soil,31,12.5,543.8,71,3349
2018,Chefe Donsa,Black Soil,31,10.5,543.8,82,2931
2018,Chefe Donsa,Black Soil,30,11.5,543.8,64,3128
2018,Chefe Donsa,Black Soil,31,13,543.8,64,2010
2018,Chefe Donsa,Black Soil,31,11.5,543.8,66,2510
2018,Chefe Donsa,Black Soil,31,12.5,543.8,59,2931
2018,Chefe Donsa,Black Soil,29,12.5,543.8,57,2049
2018,Chefe Donsa,Black Soil,29,15,543.8,62,2064
2018,Chefe Donsa,Black Soil,28.5,11.5,543.8,63,2652
2018,Chefe Donsa,Black Soil,30.5,13,543.8,76,1975
2018,Chefe Donsa,Black Soil,32.5,14.5,543.8,75,1942
2018,Chefe Donsa,Black Soil,32,14,543.8,75,2634
2018,Chefe Donsa,Black Soil,31,14,543.8,63,2260
2018,Chefe Donsa,Black Soil,29.5,13,543.8,58,2191
2018,Chefe Donsa,Black Soil,27.5,15,543.8,73,2896
2018,Chefe Donsa,Black Soil,29,15.5,543.8,67,2066
2018,Chefe Donsa,Black Soil,27,16.6,543.8,65,2423
2018,Chefe Donsa,Black Soil,29.5,13.5,543.8,72,2491
2018,Chefe Donsa,Black Soil,28.5,16,543.8,72,2169
2018,Chefe Donsa,Black Soil,28.5,12.5,543.8,73,2649
2018,Chefe Donsa,Black Soil,27,13,543.8,65,2491
2018,Chefe Donsa,Black Soil,27,13,543.8,65,2330
2018,Chefe Donsa,Black Soil,26.5,12.5,543.8,59,2192
2018,Chefe Donsa,Black Soil,24,16.5,543.8,62,2565
2018,Chefe Donsa,Black Soil,26.5,14.5,543.8,71,2480
2018,Chefe Donsa,Black Soil,24,14.5,543.8,55,2564
2018,Chefe Donsa,Black Soil,26.5,12.5,543.8,49,1889
2018,Chefe Donsa,Black Soil,25,13.5,543.8,54,1832
2018,Chefe Donsa,Black Soil,28.5,13,543.8,47,1991
2018,Chefe Donsa,Black Soil,28.5,13,543.8,42,2264
